0	0.0
1	0.0018573145416803233
2	0.07320004370151863
3	0.2200371462908336
4	0.18573145416803233
5	0.12531410466513712
6	0.08532721512072544
7	0.06478750136567246
8	0.04097017371353655
9	0.03856659018900907
10	0.02906150988746859
11	0.024363596634983067
12	0.01901016060308096
13	0.014421501147164863
14	0.009942095487818202
15	0.010051349284387633
16	0.008084780946137878
17	0.006118212607888124
18	0.005790451218179832
19	0.004479405659346662
20	0.003933136676499509
21	0.0042608980662078005
22	0.0033868676936523543
23	0.0028405987108052005
24	0.0013110455588331695
25	0.0017480607451108925
26	0.002622091117666339
27	0.0018573145416803233
28	0.001092537965694308
29	5.46268982847154E-4
30	0.001092537965694308
31	8.740303725554463E-4
32	7.647765759860155E-4
33	6.555227794165847E-4
34	5.46268982847154E-4
35	5.46268982847154E-4
36	2.1850759313886157E-4
37	4.3701518627772313E-4
38	0.0
39	2.1850759313886157E-4
40	5.46268982847154E-4
41	5.46268982847154E-4
42	4.3701518627772313E-4
43	3.2776138970829236E-4
44	1.0925379656943078E-4
45	2.1850759313886157E-4
46	1.0925379656943078E-4
47	0.0
48	1.0925379656943078E-4
49	1.0925379656943078E-4
50	1.0925379656943078E-4
51	1.0925379656943078E-4
52	0.0
53	2.1850759313886157E-4
54	2.1850759313886157E-4
55	1.0925379656943078E-4
56	0.0
57	0.0
58	0.0
59	0.0
60	0.0
61	0.0
62	1.0925379656943078E-4
63	0.0
64	1.0925379656943078E-4
65	1.0925379656943078E-4
66	0.0
67	0.0
68	0.0
69	0.0
70	0.0
71	0.0
72	0.0
73	0.0
74	1.0925379656943078E-4
75	1.0925379656943078E-4
76	0.0
77	0.0
78	0.0
79	0.0
80	0.0
81	0.0
82	0.0
83	0.0
84	0.0
85	0.0
86	0.0
87	0.0
88	0.0
89	0.0
90	0.0
91	1.0925379656943078E-4
