0	0.0
1	8.618832148243913E-4
2	0.07897004955828485
3	0.28291316526610644
4	0.2881921999569058
5	0.1550312432665374
6	0.07541478129713423
7	0.04050851109674639
8	0.01777634130575307
9	0.014328808446455505
10	0.009265244559362206
11	0.0072182719241542775
12	0.006787330316742082
13	0.003770739064856712
14	0.003339797457444516
15	0.0029088558500323207
16	0.0020469726352079294
17	0.001185089420383538
18	0.0014005602240896359
19	8.618832148243913E-4
20	0.0010773540185304892
21	8.618832148243913E-4
22	3.232062055591467E-4
23	5.386770092652446E-4
24	5.386770092652446E-4
25	6.464124111182935E-4
26	2.1547080370609782E-4
27	3.232062055591467E-4
28	2.1547080370609782E-4
29	0.0
30	1.0773540185304891E-4
31	3.232062055591467E-4
32	3.232062055591467E-4
33	1.0773540185304891E-4
34	1.0773540185304891E-4
35	0.0
36	1.0773540185304891E-4
37	1.0773540185304891E-4
38	0.0
39	0.0
40	0.0
41	1.0773540185304891E-4
42	1.0773540185304891E-4
43	0.0
44	0.0
45	1.0773540185304891E-4
46	3.232062055591467E-4
47	0.0
48	1.0773540185304891E-4
49	0.0
50	0.0
51	0.0
52	0.0
53	0.0
54	1.0773540185304891E-4
55	0.0
56	1.0773540185304891E-4
57	0.0
58	0.0
59	0.0
60	0.0
61	1.0773540185304891E-4
62	1.0773540185304891E-4
63	0.0
64	0.0
65	0.0
66	0.0
67	0.0
68	0.0
69	0.0
70	0.0
71	0.0
72	0.0
73	0.0
74	0.0
75	0.0
76	0.0
77	0.0
78	0.0
79	0.0
80	0.0
81	0.0
82	0.0
83	0.0
84	0.0
85	0.0
86	0.0
87	0.0
88	0.0
89	1.0773540185304891E-4
